
---------- Begin Simulation Statistics ----------
simSeconds                                   2.372079                       # Number of seconds simulated (Second)
simTicks                                 2372079306500                       # Number of ticks simulated (Tick)
finalTick                                2372079306500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   5984.71                       # Real time elapsed on the host (Second)
hostTickRate                                396356715                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1231868                       # Number of bytes of host memory used (Byte)
simInsts                                   3441222909                       # Number of instructions simulated (Count)
simOps                                     3441223203                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   575003                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     575003                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       4744158740                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.378626                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.725360                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3442812730                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  8433858                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3445795657                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 714646                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             10023384                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           7482609                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1521                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          4743191563                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.426427                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.600207                       # Number of insts issued each cycle (Count)
system.cpu.rename.SQFullEvents               17050691                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands          3047991980                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                  4442356080                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups               3345427489                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                1051618354                       # Number of floating rename lookups (Count)
system.cpu.rename.vecLookups                  3333771                       # Number of vector rename lookups (Count)
system.cpu.rename.committedMaps            3040378195                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  7613785                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                 8433415                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing             8433431                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                1797728365                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned              2131085859                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                904766407                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                       7977257137                       # The number of ROB reads (Count)
system.cpu.rob.writes                      6903824062                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               3441222909                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 3441223203                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   426                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.mem_ctrls.avgPriority_writebacks::samples   3154299.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples     15031.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples   5742955.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.011266586500                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds       183315                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds       183315                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState            14823931                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState            2974579                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                     5775581                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                    3167896                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                   5775581                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                  3167896                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                  17595                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                 13597                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       1.36                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrls.avgWrQLen                      24.84                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6               5775581                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::6              3167896                       # Write request sizes (log2) (Count)
system.mem_ctrls.rdQLenPdf::0                 4712967                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::1                  710593                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::2                  257049                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::3                   76727                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::4                     588                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::5                      61                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::6                       1                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::15                 107406                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::16                 108366                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::17                 133786                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::18                 134321                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::19                 134781                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::20                 165986                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::21                 190129                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::22                 193804                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::23                 205321                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::24                 202699                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::25                 198584                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::26                 210602                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::27                 217489                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::28                 199293                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::29                 192848                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::30                 187228                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::31                 185743                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::32                 184318                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::33                    749                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::34                    481                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::35                    242                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::36                     99                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::37                      7                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::38                      2                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::39                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::40                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::41                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::42                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::43                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::44                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::45                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::46                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::47                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::48                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::49                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::50                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::51                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::52                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::53                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::54                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::55                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::56                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::57                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::58                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::59                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::60                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::61                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::62                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::63                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.rdPerTurnAround::samples       183315                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::mean      31.410321                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::gmean     21.584571                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::stdev    282.826371                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::0-1023       183181     99.93%     99.93% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::1024-2047            1      0.00%     99.93% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::2048-3071           35      0.02%     99.95% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::3072-4095           57      0.03%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::17408-18431           41      0.02%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::total        183315                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.wrPerTurnAround::samples       183315                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::mean      17.206884                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::gmean     17.176267                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::stdev      1.020895                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::16            74886     40.85%     40.85% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::17             1007      0.55%     41.40% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::18           102169     55.73%     97.13% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::19             5167      2.82%     99.95% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::20               60      0.03%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::21                5      0.00%     99.99% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::22               18      0.01%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::23                3      0.00%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::total        183315                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.bytesReadWrQ                 1126080                       # Total number of bytes read from write queue (Byte)
system.mem_ctrls.bytesReadSys               369637184                       # Total read bytes from the system interface side (Byte)
system.mem_ctrls.bytesWrittenSys            202745344                       # Total written bytes from the system interface side (Byte)
system.mem_ctrls.avgRdBWSys              155828341.39951214                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.avgWrBWSys              85471570.63612284                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.totGap                  2372079278000                       # Total gap between requests (Tick)
system.mem_ctrls.avgGap                     265230.10                       # Average gap between requests ((Tick/Count))
system.mem_ctrls.requestorReadBytes::cpu.inst       961984                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorReadBytes::cpu.data    367549120                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorWriteBytes::writebacks    201873920                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrls.requestorReadRate::cpu.inst 405544.619593434327                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorReadRate::cpu.data 154948074.034808844328                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorWriteRate::writebacks 85104203.492194667459                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrls.requestorReadAccesses::cpu.inst        15676                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorReadAccesses::cpu.data      5759905                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorWriteAccesses::writebacks      3167896                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrls.requestorReadTotalLat::cpu.inst    527333750                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorReadTotalLat::cpu.data 187415740250                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorWriteTotalLat::writebacks 55547356797750                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrls.requestorReadAvgLat::cpu.inst     33639.56                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorReadAvgLat::cpu.data     32537.99                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorWriteAvgLat::writebacks  17534463.50                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrls.dram.bytesRead::cpu.inst      1003264                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::cpu.data    368633920                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::total      369637184                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::cpu.inst      1003264                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::total      1003264                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesWritten::writebacks    201774976                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.bytesWritten::total    201774976                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.numReads::cpu.inst        15676                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::cpu.data      5759905                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::total         5775581                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::writebacks      3152734                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::total        3152734                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.bwRead::cpu.inst         422947                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::cpu.data      155405394                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::total         155828341                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::cpu.inst       422947                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::total        422947                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::writebacks     85062492                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::total         85062492                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::writebacks     85062492                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.inst        422947                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.data     155405394                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::total        240890833                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.readBursts              5757986                       # Number of DRAM read bursts (Count)
system.mem_ctrls.dram.writeBursts             3154280                       # Number of DRAM write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::0       365469                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::1       364901                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::2       357781                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::3       360783                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::4       378515                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::5       356671                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::6       352567                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::7       351646                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::8       384610                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::9       360757                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::10       348489                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::11       346180                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::12       352393                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::13       348075                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::14       364365                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::15       364784                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::0       201395                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::1       202653                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::2       197328                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::3       199702                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::4       200535                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::5       197453                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::6       195966                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::7       194103                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::8       200784                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::9       201124                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::10       191225                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::11       189462                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::12       192813                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::13       191656                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::14       196882                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::15       201199                       # Per bank write bursts (Count)
system.mem_ctrls.dram.totQLat             79980836500                       # Total ticks spent queuing (Tick)
system.mem_ctrls.dram.totBusLat           28789930000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrls.dram.totMemAccLat       187943074000                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrls.dram.avgQLat                13890.42                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgBusLat               5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgMemAccLat           32640.42                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.readRowHits             4488224                       # Number of row buffer hits during reads (Count)
system.mem_ctrls.dram.writeRowHits            2799653                       # Number of row buffer hits during writes (Count)
system.mem_ctrls.dram.readRowHitRate            77.95                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrls.dram.writeRowHitRate           88.76                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrls.dram.bytesPerActivate::samples      1624376                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::mean   351.137815                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::gmean   226.399553                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::stdev   332.359451                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::0-127       332543     20.47%     20.47% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::128-255       628551     38.69%     59.17% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::256-383        65767      4.05%     63.22% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::384-511       199768     12.30%     75.51% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::512-639        70918      4.37%     79.88% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::640-767        20885      1.29%     81.17% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::768-895        58040      3.57%     84.74% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::896-1023        23102      1.42%     86.16% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::1024-1151       224802     13.84%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::total      1624376                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.dramBytesRead         368511104                       # Total bytes read (Byte)
system.mem_ctrls.dram.dramBytesWritten      201873920                       # Total bytes written (Byte)
system.mem_ctrls.dram.avgRdBW              155.353619                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.avgWrBW               85.104203                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.peakBW                 12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
system.mem_ctrls.dram.busUtil                    1.88                       # Data bus utilization in percentage (Ratio)
system.mem_ctrls.dram.busUtilRead                1.21                       # Data bus utilization in percentage for reads (Ratio)
system.mem_ctrls.dram.busUtilWrite               0.66                       # Data bus utilization in percentage for writes (Ratio)
system.mem_ctrls.dram.pageHitRate               81.77                       # Row buffer hit rate, read and write combined (Ratio)
