
---------- Begin Simulation Statistics ----------
simSeconds                                   1.597780                       # Number of seconds simulated (Second)
simTicks                                 1597779716500                       # Number of ticks simulated (Tick)
finalTick                                1597779716500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   5148.90                       # Real time elapsed on the host (Second)
hostTickRate                                310314777                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1231868                       # Number of bytes of host memory used (Byte)
simInsts                                   3441221206                       # Number of instructions simulated (Count)
simOps                                     3441221500                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   668341                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     668341                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       3195559465                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.928612                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.076876                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      3441812622                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  8433902                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     3443807554                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1661901                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              9025023                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           8135557                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1485                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          3194386788                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.939527                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.985710                       # Number of insts issued each cycle (Count)
system.cpu.rename.intLookups               3344472461                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                1051583301                       # Number of floating rename lookups (Count)
system.cpu.rename.vecLookups                  3333006                       # Number of vector rename lookups (Count)
system.cpu.rename.committedMaps            3040376654                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  6967036                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                 8433496                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing             8433519                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                1712506454                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned              2131084320                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                904766407                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                       6457909470                       # The number of ROB reads (Count)
system.cpu.rob.writes                      6901674442                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               3441221206                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 3441221500                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                      0                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   426                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.mem_ctrls.avgPriority_writebacks::samples   3153717.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.inst::samples     14720.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.avgPriority_cpu.data::samples   5744652.00                       # Average QoS priority value for accepted requests (Count)
system.mem_ctrls.priorityMinLatency      0.000000018750                       # per QoS priority minimum request to response latency (Second)
system.mem_ctrls.priorityMaxLatency      0.006056828500                       # per QoS priority maximum request to response latency (Second)
system.mem_ctrls.numReadWriteTurnArounds       184207                       # Number of turnarounds from READ to WRITE (Count)
system.mem_ctrls.numWriteReadTurnArounds       184207                       # Number of turnarounds from WRITE to READ (Count)
system.mem_ctrls.numStayReadState            14593317                       # Number of times bus staying in READ state (Count)
system.mem_ctrls.numStayWriteState            2974292                       # Number of times bus staying in WRITE state (Count)
system.mem_ctrls.readReqs                     5777203                       # Number of read requests accepted (Count)
system.mem_ctrls.writeReqs                    3167481                       # Number of write requests accepted (Count)
system.mem_ctrls.readBursts                   5777203                       # Number of controller read bursts, including those serviced by the write queue (Count)
system.mem_ctrls.writeBursts                  3167481                       # Number of controller write bursts, including those merged in the write queue (Count)
system.mem_ctrls.servicedByWrQ                  17831                       # Number of controller read bursts serviced by the write queue (Count)
system.mem_ctrls.mergedWrBursts                 13764                       # Number of controller write bursts merged with an existing one (Count)
system.mem_ctrls.neitherReadNorWriteReqs            0                       # Number of requests that are neither read nor write (Count)
system.mem_ctrls.avgRdQLen                       1.52                       # Average read queue length when enqueuing ((Count/Tick))
system.mem_ctrls.avgWrQLen                      25.16                       # Average write queue length when enqueuing ((Count/Tick))
system.mem_ctrls.numRdRetry                         0                       # Number of times read queue was full causing retry (Count)
system.mem_ctrls.numWrRetry                         0                       # Number of times write queue was full causing retry (Count)
system.mem_ctrls.readPktSize::0                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::1                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::2                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::3                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::4                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::5                     0                       # Read request sizes (log2) (Count)
system.mem_ctrls.readPktSize::6               5777203                       # Read request sizes (log2) (Count)
system.mem_ctrls.writePktSize::0                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::1                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::2                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::3                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::4                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::5                    0                       # Write request sizes (log2) (Count)
system.mem_ctrls.writePktSize::6              3167481                       # Write request sizes (log2) (Count)
system.mem_ctrls.rdQLenPdf::0                 4711768                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::1                  713152                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::2                  258413                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::3                   75443                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::4                     543                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::5                      53                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::6                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::7                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::8                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::9                       0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::10                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::11                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::12                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::13                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::14                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::15                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::16                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::17                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::18                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::19                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::20                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::21                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::22                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::23                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::24                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::25                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::26                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::27                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::28                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::29                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::30                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.rdQLenPdf::31                      0                       # What read queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::0                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::1                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::2                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::3                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::4                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::5                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::6                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::7                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::8                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::9                       1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::10                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::11                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::12                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::13                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::14                      1                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::15                  99880                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::16                 102045                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::17                 134589                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::18                 135271                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::19                 135637                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::20                 168136                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::21                 190510                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::22                 196754                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::23                 199861                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::24                 198521                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::25                 197839                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::26                 208173                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::27                 215516                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::28                 203056                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::29                 195816                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::30                 188696                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::31                 191294                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::32                 189241                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::33                   1260                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::34                   1375                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::35                    158                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::36                     59                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::37                     13                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::38                      2                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::39                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::40                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::41                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::42                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::43                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::44                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::45                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::46                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::47                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::48                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::49                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::50                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::51                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::52                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::53                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::54                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::55                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::56                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::57                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::58                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::59                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::60                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::61                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::62                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.wrQLenPdf::63                      0                       # What write queue length does an incoming req see (Count)
system.mem_ctrls.rdPerTurnAround::samples       184207                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::mean      31.265679                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::gmean     21.494181                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::stdev    281.065474                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::0-1023       184073     99.93%     99.93% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::1024-2047            1      0.00%     99.93% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::2048-3071           45      0.02%     99.95% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::3072-4095           47      0.03%     99.98% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::17408-18431           41      0.02%    100.00% # Reads before turning the bus around for writes (Count)
system.mem_ctrls.rdPerTurnAround::total        184207                       # Reads before turning the bus around for writes (Count)
system.mem_ctrls.wrPerTurnAround::samples       184207                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::mean      17.120348                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::gmean     17.089694                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::stdev      1.021673                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::16            82075     44.56%     44.56% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::17             2129      1.16%     45.71% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::18            95828     52.02%     97.73% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::19             4115      2.23%     99.97% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::20               54      0.03%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::21                6      0.00%    100.00% # Writes before turning the bus around for reads (Count)
system.mem_ctrls.wrPerTurnAround::total        184207                       # Writes before turning the bus around for reads (Count)
system.mem_ctrls.bytesReadWrQ                 1141184                       # Total number of bytes read from write queue (Byte)
system.mem_ctrls.bytesReadSys               369740992                       # Total read bytes from the system interface side (Byte)
system.mem_ctrls.bytesWrittenSys            202718784                       # Total written bytes from the system interface side (Byte)
system.mem_ctrls.avgRdBWSys              231409241.32516360                       # Average system read bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.avgWrBWSys              126875301.96219011                       # Average system write bandwidth in Byte/s ((Byte/Second))
system.mem_ctrls.totGap                  1597779688000                       # Total gap between requests (Tick)
system.mem_ctrls.avgGap                     178628.97                       # Average gap between requests ((Tick/Count))
system.mem_ctrls.requestorReadBytes::cpu.inst       942080                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorReadBytes::cpu.data    367657728                       # Per-requestor bytes read from memory (Byte)
system.mem_ctrls.requestorWriteBytes::writebacks    201836032                       # Per-requestor bytes write to memory (Byte)
system.mem_ctrls.requestorReadRate::cpu.inst 589618.199725093320                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorReadRate::cpu.data 230105392.003203570843                       # Per-requestor bytes read from memory rate ((Byte/Second))
system.mem_ctrls.requestorWriteRate::writebacks 126322815.289037361741                       # Per-requestor bytes write to memory rate ((Byte/Second))
system.mem_ctrls.requestorReadAccesses::cpu.inst        15411                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorReadAccesses::cpu.data      5761792                       # Per-requestor read serviced memory accesses (Count)
system.mem_ctrls.requestorWriteAccesses::writebacks      3167481                       # Per-requestor write serviced memory accesses (Count)
system.mem_ctrls.requestorReadTotalLat::cpu.inst    524732500                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorReadTotalLat::cpu.data 176817734750                       # Per-requestor read total memory access latency (Tick)
system.mem_ctrls.requestorWriteTotalLat::writebacks 37848753612500                       # Per-requestor write total memory access latency (Tick)
system.mem_ctrls.requestorReadAvgLat::cpu.inst     34049.22                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorReadAvgLat::cpu.data     30687.98                       # Per-requestor read average memory access latency ((Tick/Count))
system.mem_ctrls.requestorWriteAvgLat::writebacks  11949165.16                       # Per-requestor write average memory access latency ((Tick/Count))
system.mem_ctrls.dram.bytesRead::cpu.inst       986304                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::cpu.data    368754688                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesRead::total      369740992                       # Number of bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::cpu.inst       986304                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesInstRead::total       986304                       # Number of instructions bytes read from this memory (Byte)
system.mem_ctrls.dram.bytesWritten::writebacks    201765248                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.bytesWritten::total    201765248                       # Number of bytes written to this memory (Byte)
system.mem_ctrls.dram.numReads::cpu.inst        15411                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::cpu.data      5761792                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numReads::total         5777203                       # Number of read requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::writebacks      3152582                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.numWrites::total        3152582                       # Number of write requests responded to by this memory (Count)
system.mem_ctrls.dram.bwRead::cpu.inst         617297                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::cpu.data      230791945                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwRead::total         231409241                       # Total read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::cpu.inst       617297                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwInstRead::total        617297                       # Instruction read bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::writebacks    126278514                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwWrite::total        126278514                       # Write bandwidth from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::writebacks    126278514                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.inst        617297                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::cpu.data     230791945                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.bwTotal::total        357687755                       # Total bandwidth to/from this memory ((Byte/Second))
system.mem_ctrls.dram.readBursts              5759372                       # Number of DRAM read bursts (Count)
system.mem_ctrls.dram.writeBursts             3153688                       # Number of DRAM write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::0       365535                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::1       365068                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::2       358019                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::3       360749                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::4       378401                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::5       356765                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::6       352925                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::7       351740                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::8       384661                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::9       360573                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::10       348502                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::11       346291                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::12       352566                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::13       348185                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::14       364537                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankRdBursts::15       364855                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::0       201387                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::1       202624                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::2       197322                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::3       199644                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::4       200428                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::5       197158                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::6       196131                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::7       194119                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::8       200780                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::9       201047                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::10       191218                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::11       189408                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::12       192707                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::13       191649                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::14       196874                       # Per bank write bursts (Count)
system.mem_ctrls.dram.perBankWrBursts::15       201192                       # Per bank write bursts (Count)
system.mem_ctrls.dram.totQLat             69354242250                       # Total ticks spent queuing (Tick)
system.mem_ctrls.dram.totBusLat           28796860000                       # Total ticks spent in databus transfers (Tick)
system.mem_ctrls.dram.totMemAccLat       177342467250                       # Total ticks spent from burst creation until serviced by the DRAM (Tick)
system.mem_ctrls.dram.avgQLat                12041.98                       # Average queueing delay per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgBusLat               5000.00                       # Average bus latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.avgMemAccLat           30791.98                       # Average memory access latency per DRAM burst ((Tick/Count))
system.mem_ctrls.dram.readRowHits             4655244                       # Number of row buffer hits during reads (Count)
system.mem_ctrls.dram.writeRowHits            2812638                       # Number of row buffer hits during writes (Count)
system.mem_ctrls.dram.readRowHitRate            80.83                       # Row buffer hit rate for reads (Ratio)
system.mem_ctrls.dram.writeRowHitRate           89.19                       # Row buffer hit rate for writes (Ratio)
system.mem_ctrls.dram.bytesPerActivate::samples      1445165                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::mean   394.717824                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::gmean   237.767237                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::stdev   373.970439                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::0-127       328159     22.71%     22.71% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::128-255       526309     36.42%     59.13% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::256-383        57882      4.01%     63.13% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::384-511        68927      4.77%     67.90% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::512-639        31475      2.18%     70.08% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::640-767        30342      2.10%     72.18% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::768-895        96009      6.64%     78.82% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::896-1023        42357      2.93%     81.75% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::1024-1151       263705     18.25%    100.00% # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.bytesPerActivate::total      1445165                       # Bytes accessed per row activation (Byte)
system.mem_ctrls.dram.dramBytesRead         368599808                       # Total bytes read (Byte)
system.mem_ctrls.dram.dramBytesWritten      201836032                       # Total bytes written (Byte)
system.mem_ctrls.dram.avgRdBW              230.695010                       # Average DRAM read bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.avgWrBW              126.322815                       # Average DRAM write bandwidth in MiBytes/s ((Byte/Second))
system.mem_ctrls.dram.peakBW                 12800.00                       # Theoretical peak bandwidth in MiByte/s ((Byte/Second))
system.mem_ctrls.dram.busUtil                    2.79                       # Data bus utilization in percentage (Ratio)
system.mem_ctrls.dram.busUtilRead                1.80                       # Data bus utilization in percentage for reads (Ratio)
system.mem_ctrls.dram.busUtilWrite               0.99                       # Data bus utilization in percentage for writes (Ratio)
system.mem_ctrls.dram.pageHitRate               83.79                       # Row buffer hit rate, read and write combined (Ratio)
system.mem_ctrls.dram.power_state.pwrStateResidencyTicks::UNDEFINED 1597779716500                       # Cumulative time (in ticks) in various power states (Tick)
system.mem_ctrls.dram.rank0.actEnergy      5064566220                       # Energy for activate commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.preEnergy      2691861810                       # Energy for precharge commands per rank (pJ) (Joule)
system.mem_ctrls.dram.rank0.readEnergy    20628902280                       # Energy for read commands per rank (pJ) (Joule)
